date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:05:16	1193/1193	---M-Z	200	added ('OK')	application/javascript	etag:%2260435ab-4a9-5ba8ef63f01c0-gzip%22	http://kurtwinterdesign.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=4.9.20	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-includes/js/mediaelement/mediaelement-migrate.min4b0b.js	(from http://kurtwinterdesign.com/)
22:05:16	854/854	---M-Z	200	added ('OK')	text/xml	date:Fri,%2017%20Jun%202022%2018:05:16%20GMT	http://kurtwinterdesign.com/xmlrpc.php?rsd	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/xmlrpc0db0.php	(from http://kurtwinterdesign.com/)
22:05:17	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22604348d-415-4ed4785da9bc0-gzip%22	http://kurtwinterdesign.com/wp-includes/wlwmanifest.xml	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-includes/wlwmanifest.xml	(from http://kurtwinterdesign.com/)
22:05:18	2197/2197	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2018:05:18%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2F	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embed7e48.json	(from http://kurtwinterdesign.com/)
22:05:20	2298/2298	---M-Z	200	added ('OK')	text/xml	date:Fri,%2017%20Jun%202022%2018:05:19%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2F&format=xml	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embed5874	(from http://kurtwinterdesign.com/)
22:05:22	64094/64094	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2018:05:18%20GMT	http://kurtwinterdesign.com/wp-json/	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/index.html	(from http://kurtwinterdesign.com/)
22:05:23	404/404	---MC-	200	added ('OK')	text/css	date:Fri,%2017%20Jun%202022%2018:05:20%20GMT	https://fonts.googleapis.com/css?family=IBM+Plex+Mono:300,400	/Users/ibrahimyasir/Documents/user%20experience%20/aut/fonts.googleapis.com/csse758.css	(from http://kurtwinterdesign.com/)
22:05:37	75170/75170	---M--	200	added ('OK')	font/woff2	etag:%2260209ff-125a2-56dddd807bd8b%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.woff2	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.woff2	(from http://kurtwinterdesign.com/)
22:05:46	122771/122771	---M--	200	added ('OK')	font/woff	etag:%2260209fe-1df93-56dddd7fee3e5%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.woff	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.woff	(from http://kurtwinterdesign.com/)
22:05:59	75170/75170	---M--	200	added ('OK')	font/woff2	etag:%226020a02-125a2-56e01ecc353e2%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book.woff2	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book-2.woff2	(from http://kurtwinterdesign.com/)
22:06:12	315420/315420	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2260209fd-4d01c-56dddd7f49b0e%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.eot	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.eot	(from http://kurtwinterdesign.com/)
22:06:15	315420/315420	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2260209fd-4d01c-56dddd7f49b0e%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Book.eot?	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Copernicus-Bookd41d.eot	(from http://kurtwinterdesign.com/)
22:06:17	18748/18748	---M--	200	added ('OK')	font/woff2	etag:%226020aa7-493c-56f0e1d502588%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/galanogrotesque-regular-webfont.woff2	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/galanogrotesque-regular-webfont.woff2	(from http://kurtwinterdesign.com/)
22:06:21	122771/122771	---M--	200	added ('OK')	font/woff	etag:%226020a01-1df93-56e01ecb7ede4%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book.woff	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book-2.woff	(from http://kurtwinterdesign.com/)
22:06:21	23632/23632	---M--	200	added ('OK')	font/woff	etag:%226020aa6-5c50-56f0e1d3f646a%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/galanogrotesque-regular-webfont.woff	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/galanogrotesque-regular-webfont.woff	(from http://kurtwinterdesign.com/)
22:06:28	315420/315420	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226020a00-4d01c-56e01eca7ccf3%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book.eot	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book-2.eot	(from http://kurtwinterdesign.com/)
22:06:28	920/920	---M--	200	added ('OK')	image/png	etag:%226020b04-398-5701ca8ea214d%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/K-Logo.png	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/K-Logo.png	(from http://kurtwinterdesign.com/)
22:06:29	6452/6452	---M--	200	added ('OK')	image/svg+xml	etag:%226020a59-1934-56f0a8730a1d5%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/K-Logo.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/K-Logo.svg	(from http://kurtwinterdesign.com/)
22:06:31	121216/121216	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Jun%202022%2018:06:29%20GMT	http://kurtwinterdesign.com/project/debenhams-app	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/project/debenhams-app.html	(from http://kurtwinterdesign.com/)
22:06:33	106773/106773	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Jun%202022%2018:06:31%20GMT	http://kurtwinterdesign.com/project/snooze	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/project/snooze.html	(from http://kurtwinterdesign.com/)
22:06:35	90075/90075	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Jun%202022%2018:06:33%20GMT	http://kurtwinterdesign.com/project/the-academy-brand	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/project/the-academy-brand.html	(from http://kurtwinterdesign.com/)
22:06:37	75940/75940	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Jun%202022%2018:06:35%20GMT	http://kurtwinterdesign.com/about	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/about.html	(from http://kurtwinterdesign.com/)
22:06:42	7346/7346	---M--	200	added ('OK')	image/png	etag:%226020a42-1cb2-56f15c2f13c48%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Spacer.png	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Spacer.png	(from http://kurtwinterdesign.com/)
22:06:43	18993/18993	---M--	200	added ('OK')	image/svg+xml	etag:%226020ad9-4a31-56ff50ba2901a%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/K-badge.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/K-badge.svg	(from http://kurtwinterdesign.com/)
22:06:57	315420/315420	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226020a00-4d01c-56e01eca7ccf3%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-book.eot?	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/copernicus-bookd41d-2.eot	(from http://kurtwinterdesign.com/)
22:07:07	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Apr%202022%2021:02:38%20GMT	https://www.google-analytics.com/analytics.js	/Users/ibrahimyasir/Documents/user%20experience%20/aut/www.google-analytics.com/analytics.js	(from http://kurtwinterdesign.com/)
22:07:33	131682/131682	---M--	200	added ('OK')	image/jpeg	etag:%226020ae4-20262-56ffb38244d5e%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Academy-Thumb-6col@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Academy-Thumb-6col@2x.jpg	(from http://kurtwinterdesign.com/)
22:07:35	230037/230037	---M--	200	added ('OK')	image/jpeg	etag:%226020adf-38295-56ffb3799f722%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Snooze-Thumb-6col@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Snooze-Thumb-6col@2x.jpg	(from http://kurtwinterdesign.com/)
22:07:36	1391/1391	---M-Z	200	added ('OK')	application/javascript	etag:%22604354a-56f-5ba8ef63f01c0-gzip%22	http://kurtwinterdesign.com/wp-includes/js/wp-embed.min.js?ver=4.9.20	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-includes/js/wp-embed.min4b0b.js	(from http://kurtwinterdesign.com/)
22:07:37	349254/349254	---M--	200	added ('OK')	image/jpeg	etag:%226020a94-55446-56f9688fb6708%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Debenhams-Hero@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Debenhams-Hero@2x.jpg	(from http://kurtwinterdesign.com/)
22:07:38	24/24	---MC-	200	added ('OK')	text/plain	date:Fri,%2017%20Jun%202022%2018:07:36%20GMT	http://s.w.org/robots.txt		(from http://kurtwinterdesign.com/)
22:07:55	329642/329642	---MCZ	200	added ('OK')	application/javascript	etag:%2260207ec-507aa-56f0a8a5fcc7b-gzip%22	http://kurtwinterdesign.com/wp-content/themes/semplice4/assets/js/frontend.min.js?ver=4.2.2	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/themes/semplice4/assets/js/frontend.min3a05.js	(from http://kurtwinterdesign.com/)
22:08:35	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2017%20Jun%202022%2018:07:38%20GMT	https://fonts.googleapis.com/robots.txt		(from http://kurtwinterdesign.com/)
22:08:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jun%202022%2018:08:35%20GMT	http://kurtwinterdesign.com/?p=8	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/index2df4.html	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:39	2258/2258	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2018:08:35%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2Fproject%2Fdebenhams-app	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embed519e.json	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:39	2356/2356	---M-Z	200	added ('OK')	text/xml	date:Fri,%2017%20Jun%202022%2018:08:37%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2Fproject%2Fdebenhams-app&format=xml	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embedec1e	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:43	1228/1228	---M--	200	added ('OK')	image/svg+xml	etag:%226020aff-4cc-5701c15e41895%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-1-1.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-1-1.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:44	2187/2187	---M--	200	added ('OK')	image/svg+xml	etag:%226020b00-88b-5701c15ed57cc%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-2-1.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-2-1.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:45	3361/3361	---M--	200	added ('OK')	image/svg+xml	etag:%226020b01-d21-5701c15f4b68a%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-3-1.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-3-1.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:47	1279/1279	---M--	200	added ('OK')	image/svg+xml	etag:%226020b02-4ff-5701c15fc7ad8%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-4-1.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-4-1.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:08:49	2567/2567	---M--	200	added ('OK')	image/svg+xml	etag:%226020b03-a07-5701c1605ecd7%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-5b-1.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-5b-1.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:22	224261/224261	---M--	200	added ('OK')	image/jpeg	etag:%22602075c-36c05-56d7fd9913680%22	http://kurtwinterdesign.com/wp-content/uploads/2018/05/Deb-Devices@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/05/Deb-Devices@2x.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:23	1119/1119	---M--	200	added ('OK')	image/svg+xml	etag:%22602072a-45f-570086a1d04da%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-CustomerInterviews.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-CustomerInterviews.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:24	1629/1629	---M--	200	added ('OK')	image/svg+xml	etag:%22602073e-65d-570086a435d5b%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Market-research.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Market-research.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:25	1345/1345	---M--	200	added ('OK')	image/svg+xml	etag:%226020746-541-570086a5606c0%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Prototype.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Prototype.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:27	1166/1166	---M--	200	added ('OK')	image/svg+xml	etag:%226020732-48e-570086a2f5c36%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Journey.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Journey.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:29	1271/1271	---M--	200	added ('OK')	image/svg+xml	etag:%226020745-4f7-570086a4c42b9%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Persona.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Persona.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:31	1460/1460	---M--	200	added ('OK')	image/svg+xml	etag:%226020731-5b4-570086a25ea38%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-IA.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-IA.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:44	294265/294265	---M--	200	added ('OK')	image/jpeg	etag:%22602072e-47d79-56eb2e4f1be1c%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-Styleguide@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-Styleguide@2x.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:09:54	115524/115524	---M--	200	added ('OK')	image/jpeg	etag:%226020734-1c344-56eb2fad99c5f%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-User-interviews@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-User-interviews@2x.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:10:17	118900/118900	---M--	200	added ('OK')	image/jpeg	etag:%22602074b-1d074-56d802506d700%22	http://kurtwinterdesign.com/wp-content/uploads/2018/05/Deb-Feature-SignUp.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/05/Deb-Feature-SignUp.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:10:53	380507/380507	---M--	200	added ('OK')	image/jpeg	etag:%22602073a-5ce5b-56eb2f39f4495%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-reasearch-collage@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Deb-reasearch-collage@2x.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:15:04	3401977/3401977	---M--	200	added ('OK')	video/mp4	etag:%226020a58-33e8f9-56f0a5e50b080%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Home-bg-AE.mp4	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Home-bg-AE.mp4	(from http://kurtwinterdesign.com/)
22:20:32	4150216/4150216	---M--	200	added ('OK')	video/mp4	etag:%226020742-3f53c8-56d18ec1512c0%22	http://kurtwinterdesign.com/wp-content/uploads/2018/05/iphonex-clay-mockup.mp4	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/05/iphonex-clay-mockup.mp4	(from http://kurtwinterdesign.com/project/debenhams-app)
22:22:21	640915/640915	---M--	200	added ('OK')	image/jpeg	etag:%2260200a3-9c793-570e64b0e3006%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Deb-Life-cycle-emails-1@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Deb-Life-cycle-emails-1@2x.jpg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:22:23	1017/1017	---M--	200	added ('OK')	image/svg+xml	etag:%226020721-3f9-56f97e4688391%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Next-Project.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Next-Project.svg	(from http://kurtwinterdesign.com/project/debenhams-app)
22:22:27	2235/2235	---MC-	200	added ('OK')	application/json	date:Fri,%2017%20Jun%202022%2018:22:23%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2Fproject%2Fsnooze	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embed0d28.json	(from http://kurtwinterdesign.com/project/snooze)
22:22:29	2333/2333	---M-Z	200	added ('OK')	text/xml	date:Fri,%2017%20Jun%202022%2018:22:27%20GMT	http://kurtwinterdesign.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fkurtwinterdesign.com%2Fproject%2Fsnooze&format=xml	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-json/oembed/1.0/embed0bc5	(from http://kurtwinterdesign.com/project/snooze)
22:24:16	619853/619853	---M--	200	added ('OK')	image/jpeg	etag:%226020a03-9754d-56f965c598559%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Bed-Builder-Cover@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Bed-Builder-Cover@2x.jpg	(from http://kurtwinterdesign.com/project/snooze)
22:29:51	6715197/6715197	---M--	200	added ('OK')	video/mp4	etag:%226020729-66773d-56d57c0c0dac0%22	http://kurtwinterdesign.com/wp-content/uploads/2018/05/Video-Feature-Product.mp4	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/05/Video-Feature-Product.mp4	(from http://kurtwinterdesign.com/project/debenhams-app)
22:30:14	7076020/7076020	---M--	200	added ('OK')	video/mp4	etag:%22602074d-6bf8b4-56d561118b440%22	http://kurtwinterdesign.com/wp-content/uploads/2018/05/Video-Feature-Profile.mp4	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/05/Video-Feature-Profile.mp4	(from http://kurtwinterdesign.com/project/debenhams-app)
22:30:15	2857/2857	---M--	200	added ('OK')	image/svg+xml	etag:%226020738-b29-570086a37dfec%22	http://kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Manufacturer-visit.svg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/07/Icon-Manufacturer-visit.svg	(from http://kurtwinterdesign.com/project/snooze)
22:30:34	252687/252687	---M--	200	added ('OK')	image/jpeg	etag:%226020a19-3db0f-56e9cb767f9ad%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-Screens@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-Screens@2x.jpg	(from http://kurtwinterdesign.com/project/snooze)
22:30:59	135334/135334	---M--	200	added ('OK')	image/jpeg	etag:%2260209ef-210a6-56eeefde750c7%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-lo-fis@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-lo-fis@2x.jpg	(from http://kurtwinterdesign.com/project/snooze)
22:31:26	146849/146849	---M--	200	added ('OK')	image/jpeg	etag:%226020a49-23da1-56eef01d9ee2d%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-evolution@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-evolution@2x.jpg	(from http://kurtwinterdesign.com/project/snooze)
22:32:04	217881/217881	---M--	200	added ('OK')	image/jpeg	etag:%226020a4e-35319-56eef06fcd2df%22	http://kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-devices@2x.jpg	/Users/ibrahimyasir/Documents/user%20experience%20/aut/kurtwinterdesign.com/wp-content/uploads/2018/06/Snooze-devices@2x.jpg	(from http://kurtwinterdesign.com/project/snooze)
